PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI,Air_Quality
268.052191720158,458.8573033916352,82.85928786397142,69.14543367989214,111.79332039361353,57.18862197155712,2.798404409054569,17.059469099760154,47.766718823326165,9.2007455725165,63.319167322926425,3.914622878402911,433.9042645432741,Severe
335.832025478323,504.93524173521797,83.7430619717467,78.6855488764783,117.70846314586075,67.65047688765192,2.523981966491422,18.30617747240464,57.34248805256921,8.571317303547932,49.66091226412307,1.8051790466488358,468.73353370565087,Severe
375.90195570796044,543.9820819083263,71.934506865898,79.24038023091433,107.03490962312264,47.866081799671925,2.7623432665541547,15.832074580646992,31.412343809826353,7.779582044144413,60.358827823450724,1.9260372903234961,535.1231341256447,Severe
330.82885659873574,515.0360771901986,101.21543025936661,74.91425124468164,133.85064490599697,63.38396836215065,2.7774203760120644,18.241301683134218,43.24002374228049,10.009689418141756,58.73353511184317,2.4235469829834115,501.25796239879355,Severe
335.3055444525282,504.455851617138,106.74520151925812,76.19376673191994,139.3764502748206,57.97085530443688,2.871205612304618,18.27584332019858,40.771103654251725,9.752970242278076,62.36780707258251,2.42249880157617,511.38891552052957,Severe
264.76381304943027,449.92987667448944,88.09033199610347,69.11311214502885,118.254046470584,57.68698664356765,2.746888068617901,17.356162413655664,41.044280319031216,9.147170990893251,62.84206686924354,4.7478228214665466,438.15744217882843,Severe
390.44701005448576,580.5803255157059,70.25799362097163,74.2214227280299,104.13114414084211,59.658856853798305,2.707113308602744,16.607459939297645,49.90384378126028,7.677315118296409,58.26505463942227,5.577822323347538,585.828762996762,Severe
240.2321774522737,336.5640903371141,46.219539840093375,48.6215446062039,66.85440927684687,48.67009355906867,1.8221357488066559,11.56273368794685,29.290417617540292,5.081531852028311,40.01886109606009,1.464029082934057,420.836863126487,Severe
290.1530473199206,419.41660720017245,45.52817647597883,63.652443783475405,74.89392527442276,68.2896074364087,2.0380776276398644,12.106474544325092,41.30726250127226,6.396694985031486,38.9273357758182,1.9522255554650008,467.44350049895047,Severe
527.7841740931304,662.6276555622917,48.19538911929867,62.79642271261037,96.08420360941383,86.45671244456624,2.3730626803708255,14.510547845624952,52.66808148931095,5.278447420395393,28.00437400645144,0.23304144095163115,551.4480203547408,Severe
253.18356380523446,370.93909273902705,35.28267670710748,57.40711140046428,73.78683191109323,55.65266880142468,1.7216540164558978,13.929137017560445,62.134087607042964,4.660151802529227,15.715065620522093,0.16172991772051099,436.8909313766604,Severe
331.35250019560385,515.3773127788443,101.86178261194618,75.11346271225193,134.54910530283527,63.452375251097436,2.784674335497436,18.31791193884872,43.287437723350635,10.035033518533973,58.8855126900545,2.416786394345513,500.5033518533974,Severe
260.3976760419135,454.69274244986843,99.41606324764774,70.59102616133836,120.64567358122295,53.33017766688308,2.907839172045885,17.899970430210193,50.03821405357577,10.159511602179695,90.73667493564034,3.697839172045885,453.42427204206626,Severe
249.52899762944025,389.5576632047523,81.1444616823097,69.87585408330764,118.83742500952856,79.91075627347023,2.4251553831769033,22.474931379802808,64.8382997352505,6.417427106189839,19.108154592990324,0.041050348342639154,425.6109372983249,Severe
301.9788064151576,211.41703481190348,25.703335690059546,31.477002380815527,43.34357700464737,28.498181932695992,1.4708676719893636,10.19410837330632,33.707044157515504,3.028505970609095,23.458437172850473,1.3484536960364677,465.58620080157016,Severe
311.6347182817267,472.1669390033334,113.98584265274276,82.60900585429279,144.27973479401652,62.00426480508344,3.0750770597179105,17.45158034973645,39.50613062620888,9.898148064693013,70.91545860519176,1.970103580316258,477.95629112523176,Severe
399.4447610443086,564.4967599611634,104.76193591629394,76.97625585667332,137.70310308916066,65.82639370897012,3.234780350656332,17.902642678883726,50.506891829321525,10.233416503828726,71.03870874835589,16.967207049231483,562.5291793216685,Severe
259.76815901196517,404.3940254273469,38.708208994127354,50.54216655051349,61.49948611986869,61.345120925478064,1.7434462698238207,19.759037650221316,72.34451882511065,5.089783140124975,14.782230325000727,0.06889835715856149,447.9378507929528,Severe
259.84979212141184,435.87899225839277,107.55114330519389,68.32957072432247,134.3558292342281,54.91992317883147,2.6694758244035683,17.42811568236951,41.0386037004652,8.949281518398703,61.160908281439106,5.061301399615895,425.1436963202595,Severe
240.98370160383416,378.0980679766196,55.990894847362426,78.34267213238948,113.71273794470616,44.76765522351837,2.0777340924194965,29.947419793096095,111.18236906648275,7.330107334632246,18.346604990915914,8.912939557386217,410.98641996366365,Severe
283.7472969718626,473.13010517912284,112.899532053578,97.68446284101344,147.65173388928713,72.43825077420368,2.8435456815231834,25.16568373038967,116.31541664335447,7.582981922655188,25.637704792650656,1.6991076758778885,459.06004017187735,Severe
259.5837458979885,446.0505452427647,31.72453076878913,43.56244782303698,69.43439499003004,60.40932211550291,1.2621516193883704,9.703851315778682,15.14166351145133,4.041753694191273,12.971547114067583,23.728985021375237,461.1447520247481,Severe
177.7414430996343,311.5093596436892,25.50095964299077,44.89657150671263,47.17459681076416,32.707024583946556,1.3213057431788588,15.454061717795083,44.30040315461253,4.023774524228833,25.529450574178195,0.764493399619842,411.11594719695876,Severe
385.9169080423571,562.770504813293,62.66967247034774,73.60502339497516,95.51049781916291,50.87983511801519,2.545210554776452,15.722807397019357,44.66897984954034,7.0950701849254845,53.78274373677839,2.3134624563238737,561.6380303534518,Severe
249.30269571250156,351.8799272877937,38.09206441382223,49.88184015028901,58.29376427551583,60.32044339124927,1.7217643746255435,8.848095336779046,24.20168296759632,5.809677435340277,31.923828788447768,0.5590210432893113,437.86283343318837,Severe
288.5354933384748,440.9912669306338,88.01062223769706,70.48327916597121,110.19776178500106,54.120164089342055,2.681065707100063,17.862178625567587,44.439930333392866,9.30294249736704,62.19105721717999,3.063552357000211,475.6092407299768,Severe
276.06522142191585,427.52282151839233,51.6772846264218,55.33584726196271,85.10185360302779,57.09761594913921,2.01725802115887,17.961203845868027,60.10616514392984,5.619254850626327,21.749146293899766,0.1494961574299434,414.97984629719775,Severe
233.25192218972202,373.3314141383138,24.896519243244498,58.77878822946444,71.4910469374674,50.7559315543197,1.727081959724432,18.578855304715812,82.79266344355939,4.142885073661938,10.847442308426148,0.024786859035512254,447.8754120826704,Severe
393.33119962040263,575.4248092086176,81.31808079872611,75.10447238949114,114.89248814954503,61.63583370781599,2.876254661668701,17.022625078641358,50.09714818476423,8.496662192239294,62.359593368187774,9.228639580433525,578.360183770473,Severe
293.09408304714356,422.7779225549773,44.96596030750311,63.30405409219045,73.93078446121434,67.1273867996089,2.0519026153892677,11.858546430685797,39.91739039953228,6.449229938479218,38.97526240001613,1.8499206461194186,465.6923353840261,Severe
223.61129808075265,363.83474226418366,34.043705514802916,71.53169465885567,95.58420543224652,51.93205932956815,2.668975821787892,30.177127751946056,98.40341126399922,4.93730928828995,10.768604972005551,1.123644470013387,451.0,Severe
280.32092203444785,454.8483780365724,89.91033361547879,71.11710727552982,117.95426027471675,58.41791988544798,2.6030078811988524,18.069287435694548,39.01922985733021,8.581461473351048,56.95541509841218,2.5407913762939747,468.38417247412053,Severe
240.59107539843578,353.88827644035405,51.907301928702935,60.02858370649502,78.69140174887674,48.445847334367556,1.9545271235146446,13.21120978191825,29.425084006205346,6.165084006205344,41.97789724445446,0.61820451059543,428.8867018088188,Severe
264.27953624271595,446.30063735763764,32.45960814510075,44.97664273780191,69.18223028856976,60.21242638970516,1.3367647365327828,9.721813732869004,16.297475964993943,4.275955978561235,15.163652861282593,21.84431295128304,460.3848036093883,Severe
264.4355447678291,374.86295374139337,32.33759160113336,46.53205258028069,53.53815212718873,47.54848011889792,1.5541493203620604,10.572033948566203,32.191787380086666,4.927489247398651,30.0473648137636,0.8242946845021667,500.093382696052,Severe
338.60256376879533,509.4771494429974,82.02150175324266,78.82661783999164,128.6623251258398,64.87138315628519,2.773466404440604,18.82208882476894,64.33491090347454,9.157964599481577,44.87491179631864,2.106387413149005,495.11976399654384,Severe
250.89769923192017,379.18468726824017,69.9325934295547,65.18252640192226,102.3907388644703,83.59943727812905,2.4620478547202054,19.513124585924825,38.9467027787537,6.851316004805643,20.453821363060673,0.1,411.1565800240282,Severe
372.6026470148097,545.8114961052029,84.99733848143853,81.42943409102654,120.87645334218301,53.026065375359096,2.991675576655132,16.52063846056412,29.262042922516486,8.587699710089122,66.66369100455488,2.2393684130900695,543.5159615141029,Severe
275.58281000323467,421.40065925171336,53.5260661829386,56.39949843226457,68.28152733376058,63.527278383077174,2.020157918311811,21.017519739788977,70.12202960449763,5.629006057351183,17.38451009904253,0.33026940384567016,413.4802602110236,Severe
258.92842058884634,394.03158614323183,74.75618559371821,65.65231318939948,101.6681541609351,80.5502260354424,2.4088434053002614,18.886523483822646,34.365329087320376,7.550866604515037,30.29154834142927,0.8093687536717926,417.1040598625858,Severe
344.22029260028035,456.28458621437903,116.48206904875502,64.56381859396511,140.39203218296137,57.72287777014645,3.255240582216238,19.393830882562984,37.6732882751411,9.032393533564498,68.41684689943561,2.1662090553801314,487.6665642616843,Severe
245.0839833659128,430.34672205778355,104.10416227795035,71.26157333315426,128.70943316023977,56.350505526258964,2.9479573789066658,19.332763532380913,47.41906826280769,10.56642484319618,92.92025162334852,3.7379573789066654,440.2425755020956,Severe
249.36647911157553,387.99226642502265,39.06119322766979,60.502948458562635,68.69446429087195,55.34358700645071,1.662655809738767,15.00331699000117,37.93890040502499,5.374032082554278,29.90607263882966,0.4630653856821081,413.11803598838964,Severe
255.89276729817084,428.05695304738174,113.434430133235,69.2439728878612,138.46819588199415,55.005041042983095,2.673989117666992,17.93131347608321,41.06442534792459,9.14848510706241,65.74780542971803,4.8094931282715745,424.02997326263613,Severe
331.923145048936,514.0950016429082,104.78715737730408,75.31351636773044,137.16510747529472,62.787716111584125,2.8021653654846284,18.49719499621744,43.24043058026006,10.016449299172582,59.57968794267119,2.404761311229318,498.64492991725825,Severe
234.29960737023924,364.30142377934226,57.471564221643675,68.46032016193274,88.89907592516879,48.366777751458685,2.0644325865950837,14.585775653126696,30.754729252951083,7.1353487705497,43.7772749437129,0.9888807778903232,436.11348268098334,Severe
258.84167110879093,404.3881520351498,101.58247623104307,76.97472809888963,133.2252428723906,51.437774538685964,2.441494191178379,18.372521115993028,36.40722543053741,8.641879615757281,61.53164988507971,2.0210454032320846,414.2465680740715,Severe
266.68062079895685,418.1724098916435,58.927885634087716,59.43695227656641,92.63756565364059,59.005830763164305,2.1116211333134203,18.982776652418263,59.15863716307701,6.065369407164027,27.47102478907243,1.0089273960296843,415.37684703582016,Severe
265.56564880159027,460.7145467763755,92.5909273824438,70.83177151603587,114.46998201637294,54.33966476266143,2.8869094536607083,17.56240159610712,51.28830681353604,9.928149662464218,84.859096504319,3.3287009210355527,451.0255923910692,Severe
237.22586336883626,364.6253437509157,56.964200087536426,68.5729880708181,88.32115418164746,48.60284919113364,2.0599682718136565,14.699060845684235,30.34898469803701,7.08980328524467,44.417512510190676,0.8900253825490747,436.99682718136563,Severe
251.33437078284192,389.2057178206721,56.34428177758129,60.056041108816515,82.8566805004051,64.89194332121686,2.16232408696381,15.425525842496832,29.984459788102544,7.046567152186667,35.03219996169491,0.6666062662917454,426.6051885866984,Severe
176.05563117116697,294.9545454340118,50.08983153687042,58.481817423985206,75.57946976447997,51.28622382906388,1.7022004885229496,16.47683464510792,35.66678892681314,5.773068910253547,33.79627726942402,0.9408335595013656,412.5266684760109,Severe
509.4668569907301,650.0699793292879,52.38441267447729,65.72165992429903,103.30657951856871,89.67512556185294,2.384379761059927,15.357323426780567,55.64886955878663,5.240725100544793,28.82087180625512,0.25543402531446474,535.8563904660714,Severe
275.7539822709575,426.5843157708873,57.33226058460251,55.76679377867419,84.0101224273587,52.66365512164104,1.9789516641178493,12.80899882385072,38.573204192245996,6.342287339775596,33.43737348604125,0.31708646948440966,421.6834587793764,Severe
301.18073801156424,463.86526779722743,106.75710386286639,78.62094436561115,137.3470350781841,60.63285852590279,2.873019023494793,17.79336975603472,39.69684878017361,9.492185362083339,63.113078498206654,1.8185565864184012,479.0897073060764,Severe
279.9036608555644,472.1790861153537,121.34318883273293,98.85543473317512,152.88629472613954,70.05041755086319,2.9796316041257556,25.678379531822614,118.94219142847389,8.15264392424735,28.63792466770271,2.245033760737044,457.79412461278366,Severe
328.994061188278,592.9593335220262,67.71618088353658,44.75830363296012,106.93322448073283,35.99773715922519,12.343846919145564,10.570127447607522,41.194229082311374,12.722772092234623,30.99060889638519,7.980127088294002,485.4936366024619,Severe
292.0497339120961,403.19258372862686,105.29052958919505,87.38465579910904,138.05565237431546,57.22448171983087,2.5433079147632154,31.650789375932803,114.4637407305848,8.015140152200436,28.38002366824619,1.786717853871689,453.5038127855177,Severe
178.1616165359836,311.4001652603843,24.790025837870772,43.40982693884563,46.30915614555308,31.20205430703486,1.5699200508270879,15.07413298870155,44.499697264916435,4.106311119880809,24.688494613098555,0.8701111490821686,412.45897723461394,Severe
266.47399855974663,434.24931579891484,110.1563966659744,71.83665165260507,135.82132760857715,54.84784327068352,2.740727550946237,17.769838085979078,41.058085079566986,9.289406315256613,67.73055501544613,4.303855764388255,424.9056563692531,Severe
283.5215776452591,412.15936075052,105.03024699096324,88.5160157598549,139.4812610324841,58.23128739328739,2.5809779369840067,29.248571058962575,114.83115243573818,7.970589398270734,27.5539842401451,1.8147020057642207,459.17616046113767,Severe
274.0914913785009,462.5979112628281,88.8601429883474,69.67865778309243,118.61342454340098,58.71835827274307,2.798805994955638,16.003135005218127,44.9814966020167,8.790597358670984,62.36671986954164,2.8365669090277223,456.7462590885396,Severe
174.91142999215813,291.2988038422956,26.188243209583632,41.66226696908156,48.46350412053702,35.53054274331597,1.9348745626087789,12.437314966990392,31.79708501361716,4.753410489793277,29.596406796739025,1.4241661461537962,439.1607308538708,Severe
258.71995509220403,398.5789065973495,42.68289761579025,53.5178946436826,78.8562132655001,61.24316331720978,1.847696303956988,19.455363110371103,60.71083254601674,5.871596407376325,24.126097474187812,3.756311224166488,459.3088911870964,Severe
284.44302400669363,470.2448491595419,90.18337886493505,93.6399339655556,134.82336235632397,76.03913512366317,2.4921049248126543,22.918729711369576,110.03566173297784,6.296126751156282,18.032844160820243,0.4768228898901334,466.48894797480585,Severe
281.0402170993646,417.54119611254043,51.59558016812968,61.29340551196681,79.27253645713361,63.2652891684356,1.991702896849444,11.750036151923867,38.19807915858975,6.440036245834559,38.97271740457433,1.515941969100429,454.1666651014885,Severe
332.0407990616955,515.8457724216256,100.27533445169966,74.75217026088337,132.91678252904373,63.539318778883256,2.772008934537604,18.160557146928063,43.17735451703367,10.000739547945622,58.62599578506565,2.4498796360767825,502.2507754636793,Severe
214.32354989334655,213.38834741400706,29.56068712629022,51.39398682584391,63.54288017549423,53.05145021349478,2.3625214771482907,13.254421413876663,33.06520212320177,4.872412830140101,20.206541131541115,5.132829724824777,433.8377969318896,Severe
320.579453114041,469.32552456754496,34.15661873337496,54.27905029056509,61.32929496043917,49.39125179421584,1.9265755408908316,12.751338179184103,35.005381292885836,5.633266174203349,35.33014393117911,0.9391798680174845,472.11942480049953,Severe
217.79083585559002,356.986169043152,33.15032853943667,75.85706829728133,98.78348893977866,49.52825865016733,2.8271878568406663,31.76821603069933,103.93956962393801,4.885951764430001,9.788234751039335,1.7059829649966693,450.4972450152667,Severe
272.05192015774134,459.6630333167366,92.41059580951651,68.22373280089242,123.92636601007811,57.812073237865924,2.77153361747894,15.842765938377498,42.07214977792822,8.640062972773778,59.12348769344156,3.704488474177778,454.686979226834,Severe
246.46615530108724,440.90021625208493,99.40964753830453,86.49824965117675,156.89717140265043,68.73847285774168,2.623290912715047,27.842578547517675,114.57277291753995,8.912913601028295,24.351931297212037,3.4489953267946034,439.4177271821238,Severe
280.1609145521571,403.6485497991172,40.945847998526766,57.651375047918776,68.26715506634893,60.16925360486757,1.827314297825322,12.2953746240325,41.65697688352427,5.640450836712257,35.69389544600136,1.74726563582758,491.636718208621,Severe
323.0860457048541,481.76636160709353,33.58083176764454,55.68397048694731,61.40222797609836,49.47953912896117,1.8997054824900788,11.741791699270102,35.04760567037273,5.894289598667806,34.38969188715276,0.6973493424107091,465.20998121173454,Severe
262.28630255738227,409.5525575395511,43.94821711996093,51.593719884614735,82.8767602601443,61.94685307514729,1.903768805437876,21.794040878193886,73.32965521881412,5.363385156715431,15.868887921369236,0.019038364872244546,435.7693081022044,Severe
218.40081943928269,361.1390755730046,29.96337824434527,72.69826787705256,92.49894182413942,49.31038472085901,2.60926930460131,29.606899730637277,100.6559528011513,4.654891882956351,9.80364897649533,1.071887108224793,450.7939904505369,Severe
229.332445925958,370.361440386902,35.415831429545115,67.33302101201478,92.83204053520305,54.095492000217035,2.507549243582928,28.673644915723347,93.68722299879535,5.038596553046006,11.862190908668595,0.9099916459185811,451.0,Severe
177.40214806309348,291.5188213598953,58.22070077989488,62.59528835322314,84.82659434097091,57.169943602977916,1.8367210828228242,16.697900328718696,32.96995221397902,6.376242616821825,37.286915501101234,1.4284690299550364,414.68027070570605,Severe
125.97503505769106,207.9193373818845,7.760880479705664,53.225715742496654,36.24693857612971,21.049034020254915,0.40352308295419503,21.519249199812286,63.961198061861,0.6495500562939286,6.144976657686769,0.1904966283325333,309.8499740640964,Very Poor
167.22667962138416,295.5754265299175,8.138079447945682,29.85326253943915,37.984837365933686,3.744953785488536,1.5846525078878302,3.088750441638096,20.322827917961206,6.389168138793654,11.28416637224127,11.644632050460675,332.3981514195415,Very Poor
197.38727955191632,359.93491583407973,76.71437197700546,58.259636027847534,99.36264841660082,49.790560884043714,2.059240932485672,15.81405234029375,36.657840435960026,7.597643524068773,59.56463964880022,8.070033666368115,380.61386012714917,Very Poor
102.53666667720384,164.74839132589176,20.312028982185744,25.16373911133043,33.57743477467146,30.40937678975248,9.69236230735277,6.310579714840841,31.761478235305468,2.4705217394053176,8.793536224966175,6.700492747736115,321.2304347723006,Very Poor
187.990743116879,354.9673835443559,89.59591618584723,67.85999625985501,115.11080482927144,44.59423359447694,2.4440426725578193,19.529569534276813,48.29113600662789,7.01,56.77357293531218,3.725543692371475,342.4467528063511,Very Poor
151.88876598945157,295.1677873799366,38.63551353187699,58.81609983413279,74.9945563306511,48.910777478422,1.4105934383521612,13.500653345953461,47.648417997206074,1.8788131232956777,5.205415124963471,0.5765948655714332,315.51854494850505,Very Poor
180.62531684901313,324.33815723649747,14.234125347053098,16.489512676564384,30.72046156122073,10.049066433417371,0.8675284124037468,12.04354038835229,16.3190559892762,3.965409610345782,6.11493481987957,4.734934123603492,349.4235515287695,Very Poor
148.7232142251229,223.15415708721696,93.13965108135247,41.268018787947156,133.28670304311976,30.75382173584883,1.7496007196647254,10.281702637533739,17.19336531018611,1.9792518010171936,8.422383294382726,3.5692394133882726,304.8829736246626,Very Poor
174.36324488319218,346.6761885965225,83.6483712840318,68.29019450553575,109.85557815563236,41.14180844897086,2.539632035833706,18.691116441243125,56.538937804317115,7.456631853154264,50.08598781661464,5.140735928332588,339.61634990340326,Very Poor
121.69307106216739,311.05744587033115,45.47449070070743,67.41211356947346,76.67149031352906,48.98646821631504,1.500277002641958,17.674818217016217,56.450219768534396,4.447328553458959,8.31732855345896,0.0,304.5025968997684,Very Poor
196.27760779396897,300.712256437831,64.52129790428367,48.16808711050639,86.4895128258982,51.43673330752433,1.8783905748016403,12.999808333101553,26.78785545909335,6.817863416185253,31.954265111010045,0.5769928087590254,377.69129392573774,Very Poor
173.59928585090012,305.0888597979301,72.31492632322956,58.69342147935727,95.4774268013799,39.241259199202176,1.7818193838094174,17.49705554862568,37.15846871232053,5.940687705292721,41.41349523928072,6.8778377198449085,331.88881543386896,Very Poor
161.7696710119525,215.10677139262435,19.985046124191282,38.772188542747564,46.16577490093373,78.25680458042785,9.89001548764163,5.2062985907617225,24.35416314849975,3.2077627818073093,6.278853734400743,2.5651855129659604,343.44456736223515,Very Poor
169.54171234677702,287.7738038263876,30.37445275700174,47.140103086027,72.86486855331346,54.99978001913108,1.7794845698650235,16.763062821739172,72.53701050521714,3.033787876131872,7.890123143867939,0.45545731040474036,366.96042615292293,Very Poor
145.1282637083644,234.24270379291488,33.1494450147328,45.73740175057609,55.259975450294824,37.99598229182622,1.2521660126825713,12.951186135344301,33.00622295990206,4.242232317127826,26.457546735525604,0.9510289767486191,318.07220042275236,Very Poor
189.2191799228647,278.6878901848471,65.58077885169376,58.72272776306138,99.88902397904019,73.32536724785012,9.707248493665862,12.699541560182446,34.311393235335835,7.465770110609383,18.276652025906962,2.4412933022840195,370.43562625527846,Very Poor
208.76164573478945,370.423173199438,26.69320389123242,46.05467914346332,56.338242961996855,139.4360217489549,10.175605023650533,5.3628415825897005,45.44308076985951,6.059277764056164,10.633092588018721,4.991318969173161,377.0847738658346,Very Poor
131.1437850168326,258.74050678025566,13.463783847963175,31.92395303446383,45.387736882427,62.855786738554116,1.168517563373173,4.852691751809434,14.207308248190566,2.949531903130806,11.92819247445717,26.858244441928953,314.347204313247,Very Poor
153.30957115890902,196.79213833523244,18.351216666692707,31.24251876179773,40.39123810874726,55.0007660437413,3.5757983767260653,7.489555247271051,19.07157531139758,2.61817257455853,2.3491907323437213,3.3202144205454887,335.37513401284093,Very Poor
158.12155598784972,249.1246268814599,39.777224445793095,49.76593400608137,72.57436904559162,44.020993487333584,1.7626639513676865,12.606428506588156,54.106069653495545,2.786155598784971,6.575424433639687,0.6245710800402933,335.74672097264624,Very Poor
169.78994201754912,321.4708474545346,65.97880268890106,71.44949347697428,89.67789111213867,50.42908842323759,1.9129535571173146,15.56677938207675,49.388719893142614,3.3271872210920135,6.777708239730456,0.5422220674845233,324.13642952551237,Very Poor
167.8462541945152,249.10514127960772,27.42459835493083,51.85056349449769,65.79801450713677,37.88801450713677,1.3942865649174014,13.110280393971163,54.067999891737784,2.326856663410192,6.0005683662973555,0.22685828734341262,329.8571505901582,Very Poor
170.21841684321643,344.22064428889695,25.229137569929048,51.843609678059856,49.45041705074602,36.91301447558386,1.522197590861517,29.32842392536115,61.68021661493386,4.884854236745305,33.73088471415314,0.7915325441224791,366.2419273107863,Very Poor
208.41555520762648,336.153845600276,61.35716984780069,61.58142670531714,88.69093260999179,43.676625236614356,1.7832060219134076,23.042309799195706,34.71519046725601,5.5687602297921455,42.07635546342015,0.7291108415757475,344.32060219134075,Very Poor
200.15562934389956,332.4949075446383,83.46986849991247,74.0123215766871,113.1111833805256,42.44948500809974,2.3725845768621507,16.048176962669455,41.42348445166414,6.99811532576162,57.03411588219722,2.6857307210776886,375.4007669836255,Very Poor
188.2611379100174,348.6239299911682,148.06564725621462,87.56528676550882,205.85614498203122,43.52897246977768,2.5387736891253283,18.24676829493582,36.31934389213646,46.09541306896662,75.03034112340472,8.150143174754003,356.7908700958088,Very Poor
145.6577784059488,353.1859730672252,45.878398028948766,73.48841793478,88.77726729840967,65.4429078768986,3.162005907308641,17.8357745425911,67.90201483824879,4.122655766623644,5.383991209014222,0.0002878340355406006,329.68338256090533,Very Poor
198.05208899327516,302.371942446631,33.9959279509428,45.84505107282893,62.70237042201008,145.5705087601097,11.453686651008729,5.926700715219283,39.55613027407896,5.2104682954824755,9.535247635950315,4.182545768728078,366.268837901316,Very Poor
218.76101336057687,400.5902259993495,70.89254137404349,64.082045841767,95.47432724319012,49.806725383008576,2.333247028616607,18.140722624171094,49.69875954752855,8.500395797554068,69.60698641409914,2.822101018516628,394.02865025249946,Very Poor
187.1563181279807,271.29303751914864,43.19994712249929,69.8084798634307,86.33064527086728,48.47361274567997,1.6839615903648026,19.40699865051513,52.20260146329261,4.9342756423808165,14.293245816163243,0.10589877996159973,349.9493899807999,Very Poor
180.875168776747,390.07357931580987,65.20666382303249,63.95073133373128,92.01094000412925,45.023301765995534,1.9939556894079313,22.09857174350944,46.60863841835968,7.297089694731,59.29190792047696,2.050159172297557,390.2088621184138,Very Poor
94.52393421839787,280.53976890378,30.032713548839023,33.64126428359268,61.012136040880904,19.332816826878382,1.1425987567092393,9.7227255863178,67.16792810080128,3.5855780022441603,11.651529980288576,3.478825445007478,314.5889813506386,Very Poor
173.11733342327096,308.60159886678605,65.21533275238495,67.07413259049724,86.62813305720054,44.30946636379567,1.8526666496514421,15.12119997958173,44.275199133681994,3.7109334349385312,12.012134362511343,1.0752000452118824,323.14666700697114,Very Poor
125.03702140707891,164.89958102224296,12.83302033097908,23.851375723494446,30.109871818713607,21.07343304802741,12.565206880249892,12.198903595010243,35.6799895654855,2.1027399690229407,8.40000104345145,3.662744142828741,313.90411673596884,Very Poor
280.0631161765112,407.04896846757197,43.65530074869312,65.54863565645248,5.85687369185779,76.25498818277408,1.8706784580464955,24.12453925462009,65.95668196625128,4.574324579636652,13.630043879652298,0.06558023360421877,379.48383177183035,Very Poor
162.02786589175946,318.27679639136153,74.65849836678862,61.0278811634763,96.42246219545765,45.08357773724324,2.089065993580416,16.70121958738192,40.484040865964545,6.779440348422239,54.8698607446517,6.142543446597257,330.0,Very Poor
195.714092954639,360.7698467600216,127.02195174217472,71.56425005601997,152.60211983183478,53.87420610290368,2.9488434182365513,16.454217091182755,34.48591996434135,9.063270621494363,77.78948860414336,2.8963621650496094,369.940069791077,Very Poor
180.85346046789337,277.98534898646994,24.948106032932486,39.775757174826694,49.70929474745671,145.91489455320976,9.691346999154092,4.98589641216147,30.711116600500418,4.257813959458797,8.064324005066537,3.7036672863172324,352.3767971283686,Very Poor
145.88184410371744,343.8723431261554,18.98535199629527,55.69876928380472,56.82719457707708,35.03891999382545,4.159564642931452,27.16936081498058,77.54832846264961,3.7325524181928404,17.28909217945858,2.5484147458331154,384.09027371887464,Very Poor
145.85339622913156,179.96086362909912,60.978113264396455,27.21552772266565,85.75359026209279,22.142143229489477,5.875269012050697,13.369258423711026,15.020750443205067,3.9909216565657792,4.522783355839795,4.296606639907731,343.0,Very Poor
123.3687133177671,207.64690923494965,5.67300288177619,58.495750582801854,35.730530159622134,17.297436094884905,0.3723786792160354,22.28715352636097,64.72796108512182,0.3358540850905577,5.703395551962518,0.19937579743984538,309.4204980421734,Very Poor
157.8513687948873,260.1328120931685,58.02546054102453,30.640470364343198,88.32775796846252,31.873785566250532,2.0686574006291614,8.245280253942186,27.358118542627206,4.490055395900525,9.055993851769898,18.570423520566855,334.69965252359356,Very Poor
147.31733027028793,266.0061636247571,58.44526564283341,38.30492798589941,84.79776413244659,36.61140566067317,1.7454973981450714,12.049827541617638,34.43611036937511,4.668900520370985,20.38836862556244,15.251354841858056,317.6783855817908,Very Poor
208.40253020918374,364.9404125734216,22.686115708775546,42.417354491765586,51.282541739088806,145.56124780973425,9.967290318656847,4.539988470094933,37.41829448312296,5.845851506858098,10.844026670507828,4.83976788463692,375.0,Very Poor
145.9137231234412,240.14301991507844,27.458667784992187,49.72975777908949,52.18597472609922,44.020798277194956,1.2957689803690091,14.561122546126128,29.643387169595677,3.8549967447971176,24.108016659875553,0.5888514122508105,322.9744758277958,Very Poor
191.6956198247043,347.8783932403778,15.71774822807964,21.399176132004627,37.11692436008427,29.986655856818853,0.8252936908593062,11.299967983011346,13.264830529679774,3.2734986767207506,5.484092461837093,13.668236150856034,349.0313327049531,Very Poor
234.9857333563601,424.6461859959923,89.10219453975546,63.98077040740582,110.58041278110457,49.12297328396806,2.7060655240726867,17.396767134627748,52.315106605788,9.050983618981828,74.81360609767236,3.0245433468259915,397.12880544311673,Very Poor
182.19549848398347,234.2871760168867,39.85770900832032,33.885293997724666,72.50668835582637,28.815708956344196,2.046995085214588,8.577048180489875,15.524869235522365,3.578086531408926,1.4133274338583013,3.983221243307727,338.9248771303647,Very Poor
207.8205640952462,357.16660649584367,74.78443879034808,65.73235398915317,101.2332313590833,46.40134543775328,2.09,19.60841423023149,42.691032689984425,7.383867870083126,59.12390984914853,6.475387522201693,358.0498504511343,Very Poor
