PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI,Air_Quality
192.65630270009777,343.06164192598254,62.073173669112954,65.57393130734211,114.95477822182752,57.968493764371374,1.7603296605715961,19.85711046534576,83.80168196320471,3.798351697142019,11.840058279863781,0.017039431731082577,335.8946361545982,Very Poor
144.02363316056227,414.39872266566863,77.23066540364165,60.768457071000896,100.40379853747272,35.754081130414924,2.0012190803338736,25.681113196485132,47.13830993142913,6.345170777488206,51.20384563629642,1.3358361811298494,388.8239106184405,Very Poor
106.38090719640925,201.36191596804807,22.135364962513524,33.83212541798056,43.04668979889309,30.778567288917507,12.51755977717336,13.365990792521664,41.857427283288175,4.635958613971369,10.6783628785637,7.715578192130034,346.062708990281,Very Poor
209.9861807216253,411.7066250844007,117.45343097018083,74.99753276640384,137.09588006210006,51.60743686167204,3.0682387533295628,19.405305448484643,52.94580505106624,11.186764406079154,98.64546647863644,3.4043460934717276,396.1526835035541,Very Poor
153.79708682395307,272.55476666258267,58.63268253213052,34.663438620142074,87.6138729729657,34.50963762923989,1.8652715341901471,9.67139856122446,31.38108613676059,4.730082268307321,16.354596251206292,20.644937561718884,326.0570491149401,Very Poor
188.23686834984747,332.3878380564233,72.73839362804956,81.18510898627645,87.88098695885989,53.64086961127549,1.5264933574699722,23.160562488566253,86.14565825076262,1.2335106707340366,5.673974813267884,0.08962500762249859,366.0626330030505,Very Poor
148.4094430207422,202.73712507381683,59.033354171917225,58.716414757852995,41.10932334636399,45.27132366278804,0.9768184004047262,25.590460010118157,35.26235026997193,0.8117046001011815,3.7824987977740063,0.08,327.07570657223056,Very Poor
177.12746309365903,210.91197641208345,67.98330976416611,36.30103245347379,99.11091449380255,19.10383482431858,4.011014746465546,12.199274334078778,13.000294989576592,1.2814867257703817,1.4331563503012752,3.7367079629306863,310.88436577341474,Very Poor
142.41970348940688,284.370282025295,11.173697811310738,36.77721547588847,47.95091328719921,62.59925087755836,1.137462543877918,5.494035701005361,13.164765703088015,3.0944803943805983,11.589101053070033,25.770285308707418,310.23876316337544,Very Poor
91.71511938998242,310.5462671821557,13.610438810789372,33.21707293255016,32.486802329102034,26.265521615899292,0.9192256402352689,13.985590889962202,50.09636481687336,2.9440404390184702,16.983133591077866,0.19821553048065133,349.1414067085751,Very Poor
133.74438625937674,326.10036897401454,24.768619699705752,57.85065318207754,74.99434034299429,34.51115919855808,4.637874684863297,18.76160422875579,84.41423414701035,3.181842520436361,9.774918175569972,2.9838034800316633,384.9153029261662,Very Poor
72.0290568301659,163.42812706889487,14.392354639091618,33.736629682039656,39.182243275724325,34.59358483576258,6.742922264675803,13.215816893252917,66.85766437858845,2.099521301315142,9.585485812452664,2.1191427477635956,330.7893123926299,Very Poor
232.42554317540237,354.2241517575011,85.86148598427935,68.86684341164678,113.84496172558288,57.681269842358816,2.3571749409388922,12.580557244104757,36.07730721761388,6.854907125982541,49.57212090545876,3.7210756496721875,374.2329730967991,Very Poor
143.09417543044918,233.86776043770791,37.40202240871987,46.07475788740425,59.0969751553208,36.640636616272026,1.384547095736877,11.595591483507906,30.54473186806326,4.174547095736877,32.62159073851482,0.805591483507907,318.3271742557874,Very Poor
163.84692218069586,308.5736073400598,43.36393720910161,63.650092847709885,78.72368357905061,45.43234714707973,1.3473811143953514,14.783242753825029,43.292915537208216,2.0684167425828757,4.498968523992252,0.3718633003015889,313.2207125637505,Very Poor
225.17988010154005,326.86602386107364,62.30417754395719,63.823491229202105,10.041125745658551,70.65502273941037,1.6930228574801995,23.886417222807278,59.699440080287474,5.768628551188031,18.605537180302143,0.25369145353476186,385.045714960399,Very Poor
206.93956427946114,341.6139652278101,65.22570810996558,64.5539346504645,93.2084009141677,44.02943356329948,1.86554248488887,23.20844006919893,38.22270155279419,6.067263623743998,47.86428764391824,2.4786361861680355,346.7973856767668,Very Poor
100.6153569095186,164.81635367677143,20.240251057949152,29.006743217345477,35.20996015133042,33.35624807213164,9.073877456842936,7.37093101128262,33.306790036699525,2.4996697385710056,10.88390984096873,6.047265751437883,321.68956413393124,Very Poor
191.52246627622654,304.3217872651342,33.605560551016836,52.34038352492104,2.731551483298826,53.89751256341288,1.6040219157097735,20.75794256523951,62.75381522716529,3.993486491518687,9.055231815370238,1.2985539390656247,370.2466276226531,Very Poor
95.93069132300107,131.40722000536908,14.626427197505997,38.52243939098519,33.16610804029331,46.72294012611652,2.8698184220813525,7.5433743104316875,29.972739367909515,2.6785282509901402,14.925265595757738,1.4920875112436724,322.0,Very Poor
76.91855539603716,144.8397574589363,12.580120421749939,32.57554230594295,38.30216863615355,29.74951775802745,8.763855454725524,14.721084546594986,71.35771022389642,2.216144610565393,6.85048194816342,2.46554214271566,323.975902591829,Very Poor
190.67090971790043,273.44806696815186,40.01607730228348,56.429899723001235,82.49734079936742,48.701374684827336,1.574974730058321,21.968432460847954,60.01451906834015,4.339716976653195,12.492032506078939,0.1175025269941679,354.7522742947511,Very Poor
171.41409658325298,249.38778794565468,24.517026266940096,52.753315399343194,64.31084945209301,36.32992669283439,1.3025634732262155,13.754077078057783,54.122968694077514,2.4110058190218444,6.4048192515771625,0.1,329.2319332918957,Very Poor
160.84691915930628,247.511539954246,15.851693175611846,34.40342752391375,37.82326621540701,140.42100451405918,8.324072757940707,3.9139514947061955,22.81818556115364,3.264166572715181,6.621760669344112,3.1995698439820286,336.2298364366576,Very Poor
173.79690414776672,297.83133044448317,34.6206697724578,50.47839792180188,58.45913332758032,35.641044948722325,1.365992635095168,17.835845336998528,44.62841069914296,4.426294162311373,22.600448825312846,0.8741765407750144,329.82794325017085,Very Poor
197.93515382317923,296.98,62.23846362663562,44.30223104173984,79.573556453733,43.813526622179396,1.8475705191138416,11.197645633121853,26.258660470080663,6.6374557172765645,36.038500385788986,0.7777292704308991,378.7808646089428,Very Poor
166.24266116735623,345.67525317272805,118.16716416114508,69.12366083416445,140.33125682796313,45.326941833344854,2.608348999930877,18.8869628343027,48.17922367044209,9.112441666748955,77.51016750293772,3.2393835000938096,339.3918500044436,Very Poor
108.57645259904422,105.661259660003,6.576705263175532,27.911639690298784,26.32842344600019,26.30377142083094,4.779293567267138,10.009580723441267,37.80646113285335,1.9334182044645116,6.534483582415036,1.6224313190398607,324.6692830841958,Very Poor
155.49175209513723,308.97058077306474,22.456532532325266,43.08048526918012,50.794204552094854,72.94652192078253,9.334398421649642,6.534101298453118,29.71226717275961,2.870620357450054,6.918515219617033,8.411128875901587,353.62566322142084,Very Poor
133.13484048289544,214.2481250189484,26.798537250975166,49.53076240435946,69.25420656579351,45.77271276526632,1.592721630936902,19.014361693373385,45.414716320196675,2.964547872455613,8.409095744911227,0.14454787245561335,330.0,Very Poor
138.7941511372702,265.28434098502953,95.45530329506988,50.205397240356945,145.54506920076062,10.395179712293379,2.45117788091871,10.485627629980034,32.51931232613269,9.303105996001358,11.440685716682106,18.578245166430968,312.40258069927336,Very Poor
176.61795842217936,258.4076800560937,30.464178078008963,54.323510489812506,73.91417249434028,40.25182756014963,1.5701084728650674,18.028183607187742,58.495493575336724,4.912230877656896,11.638141865897367,0.17850902578294514,349.4720442334302,Very Poor
124.88857146856277,298.8862012437386,38.32831093010036,57.65644169010845,68.94344917029453,52.10370244596536,1.4398548263845279,12.07170604936721,56.00903679817772,2.923484166771329,5.634700644264442,0.3498368093753009,309.642471064088,Very Poor
212.36326621945273,339.5065906921342,50.85702466823488,83.1177518874539,89.54620167828443,50.36096805533821,1.9175165191082493,22.86248348089175,101.988754347952,4.793189585928695,15.095985068690126,0.011719122626075733,365.3258396248463,Very Poor
204.46453855034483,401.9434073228527,118.35189212124746,75.53597121983758,137.87942533388252,50.053425427595606,2.9127324884453323,20.365357285564322,52.964933574729905,11.045120270933266,98.51417221240905,3.762201086284573,394.9177737545016,Very Poor
236.7953744304367,358.2839030751313,67.11284303742744,60.75869881909367,4.052636677245113,74.2741272944114,2.022808254407293,24.16513702793589,70.9342480998065,7.180428241523893,20.478031304718126,3.381781129372738,376.18492926499044,Very Poor
148.93152358517577,297.3785381458166,68.074823631747,56.43269599477187,90.29648404068301,42.35520026140641,1.893824031368769,14.423185555038097,35.25966276910585,5.945246486786928,45.46022927452127,1.455097570722482,334.62256073193794,Very Poor
150.28659392048945,214.0304353946184,32.7869926958745,52.73329238284055,64.95788966987965,63.9690389423365,6.959684897546616,8.098251826031374,34.60619642476104,3.4086767861847806,9.212441182877075,2.531303624541886,324.92599373932103,Very Poor
176.98836153366364,295.56371994313673,37.04985511378821,52.8617097729992,61.59163619345024,38.81454676154843,1.3272646590876385,15.422839261435355,38.224661306786174,4.454470909113336,25.560675113541517,1.149647272742224,354.17939772629154,Very Poor
161.16647787437955,303.91600559939843,17.48832029156248,40.382053510986296,55.67621435748315,69.22310601088223,2.472971299129018,5.800187601989992,14.429498793739215,3.2596661739219672,11.806204713723256,24.556945477923342,337.62460916252087,Very Poor
162.60813108616057,240.33477671165954,33.47562436882575,48.69881495702243,57.50933447040911,42.5883137849067,7.183163004893874,12.208386578819752,31.9461347829733,4.214804009376926,23.431640861690344,8.278076347933071,346.3938010939747,Very Poor
177.45048727780423,267.4435760040898,17.97414809653252,36.350330118920446,37.38403501034783,48.30372402333991,3.113942295132853,10.622090468947755,27.985719685370245,3.8792549475205806,19.341837264089374,0.705380426816162,339.2686263119855,Very Poor
214.31324796476486,271.89580956623917,40.82951258252962,37.56914972905798,77.66517872957375,31.770395219416432,2.4535962685242376,7.731931309228941,15.789031648223462,4.225271472047752,2.954195828084961,8.87468809545943,369.1613738154212,Very Poor
189.26786775510763,293.4044811791368,30.011750249424882,52.863004501876006,4.542582672714575,49.33249145578409,1.3442987452757846,17.470495996973767,57.886145947088785,3.221009121693049,6.854389962206278,0.43263397732376657,376.02622585035874,Very Poor
150.938789715535,244.74408343397698,40.62229882861368,47.572551396574696,73.24311208648047,45.647523362079404,1.8075794310699849,11.016084257987917,53.250172750635905,2.186032732661512,4.8740374823284185,0.7576541897240883,333.5009344831763,Very Poor
208.67519123761994,368.18913350156356,54.59702850195603,57.18170066417649,90.66746425490305,102.23834714848286,12.268939531419694,8.981055003532527,23.75970084721258,7.279968582483992,15.862273017283101,3.36,358.3853018853113,Very Poor
97.58925079982006,182.85123689021665,20.10319723176324,39.52504217353764,41.60969298019967,39.5136365891704,5.287679002176661,15.643659172949953,31.809371845537125,3.14778311005906,16.40868723162538,0.865090164069189,332.6985919347583,Very Poor
192.5550042256539,342.64905621480887,83.49563263719284,63.71297746057121,109.08244365142802,46.32002768968899,2.182909006853974,17.753132065376366,39.933048996309395,6.680545342471965,61.560853011071806,2.295650334563534,353.4349665436466,Very Poor
157.74976311544384,202.86405069799525,31.936899227804304,42.341585145509534,57.80664584543236,68.1651891548889,10.142275773802007,6.91726103976633,20.808126088912033,4.446379492804839,10.943170291019067,4.338263986573465,330.3354154567644,Very Poor
190.08833882945387,300.14259492794156,62.49429900118378,57.38615451115092,96.11880578868005,67.77820195957435,4.1446314914951685,16.15299961569675,32.41083242626085,6.7202249151795606,19.987929339769195,0.7879599155277304,375.071140423754,Very Poor
116.07987851861725,208.8231035828863,5.982631686938947,52.27159777659758,33.89671823206033,19.22789506081684,0.33484824826047344,22.29356568624851,67.72902094146708,0.4796338373081148,5.828298408668427,0.18652046183672513,309.1055414033038,Very Poor
248.43912961044484,377.5801682642179,40.32687689449603,59.158849006173014,68.50515754794047,42.099347638094045,1.659754379063492,12.803017417908729,37.53091202534921,4.579536843140476,37.45256830355595,0.6248631470249999,374.69754379063494,Very Poor
146.30629184546382,269.36075345730495,95.84373772053047,41.03460419658878,136.87834191711926,9.243601335256756,2.4589113018595743,8.270925608046849,24.641480209790032,9.03384453980992,13.420901764401393,20.9158617071716,323.26075345730493,Very Poor
186.15690549808227,256.0886939793786,42.85059397959407,62.81903377014743,81.0970047127651,43.94940340340029,1.6353900523616622,19.071432460782628,54.066751832442684,5.085035340350804,13.600950000107748,0.10853900523616622,346.831204188933,Very Poor
130.52716294450977,224.2117186070339,33.71108707470965,52.602007123408086,60.628015286410964,34.60902120843194,1.3004510604215969,11.639323409367606,25.634578311013218,4.456278751521825,33.8204510604216,0.9976319327866165,333.853405362981,Very Poor
189.5840095667931,367.09517069754713,75.70613631958913,74.9282910873614,120.6179751739548,46.403872621321966,2.2675458595977527,23.90294842562285,89.25698600739216,5.374940766236264,15.924894273316385,1.0301439492151878,370.0071974607594,Very Poor
